台番,機種名,BB,RB,BB確率,合成確率,総スタート,最終スタート,最大放出
518,マイジャグラーⅢ,1,5,1/1987,1/331,"1,987",276,"1,996"
520,マイジャグラーⅢ,4,4,1/475,1/238,"1,901",542,"1,059"
521,マイジャグラーⅢ,3,3,1/344,1/172,"1,032",345,587
522,マイジャグラーⅢ,15,23,1/309,1/122,"4,641",357,"1,828"
523,マイジャグラーⅢ,23,16,1/224,1/132,"5,161",91,"2,136"
525,マイジャグラーⅢ,11,9,1/335,1/184,"3,687",341,"2,068"
526,マイジャグラーⅢ,19,12,1/242,1/148,"4,595",206,"1,164"
527,マイジャグラーⅢ,12,13,1/351,1/169,"4,216",331,"1,216"
528,マイジャグラーⅢ,0,1,-,1/365,365,269,367
530,マイジャグラーⅢ,35,22,1/218,1/134,"7,625",156,"2,796"
531,マイジャグラーⅢ,9,10,1/348,1/165,"3,132",443,"1,385"
532,ハッピージャグラーVⅡ,9,3,1/182,1/137,"1,639",415,"1,806"
533,ハッピージャグラーVⅡ,2,0,1/280,1/280,559,320,504
535,ハッピージャグラーVⅡ,20,16,1/262,1/146,"5,239",208,"1,659"
536,ハッピージャグラーVⅡ,4,2,1/366,1/244,"1,465",211,743
537,ハッピージャグラーVⅡ,5,2,1/319,1/228,"1,593",381,642
538,ハッピージャグラーVⅡ,12,6,1/260,1/173,"3,119",207,"1,547"
550,ファンキージャグラー,3,7,1/595,1/178,"1,784",123,"1,269"
551,ファンキージャグラー,23,19,1/237,1/130,"5,440",18,"1,721"
552,ファンキージャグラー,5,1,1/283,1/236,"1,413",688,"1,010"
553,ファンキージャグラー,20,18,1/243,1/128,"4,865",52,"1,438"
555,ファンキージャグラー,5,6,1/425,1/193,"2,124",256,"1,184"
556,ファンキージャグラー,5,9,1/513,1/183,"2,566",30,"1,508"
557,ファンキージャグラー,16,13,1/303,1/167,"4,852",17,"2,000"
558,ファンキージャグラー,21,6,1/146,1/114,"3,073",11,"3,558"
560,ファンキージャグラー,3,1,1/305,1/229,915,301,665
561,ファンキージャグラー,23,15,1/243,1/147,"5,588",221,"2,451"
562,ファンキージャグラー,3,12,1/779,1/156,"2,338",147,"1,018"
563,アイムジャグラーEX AnniversaryEdition,15,21,1/331,1/138,"4,962",162,"1,646"
565,アイムジャグラーEX AnniversaryEdition,12,4,1/240,1/180,"2,877",348,"1,384"
566,ニューアイムジャグラーEX,16,8,1/246,1/164,"3,930",205,"1,604"
567,ニューアイムジャグラーEX,18,7,1/187,1/135,"3,365",149,"2,032"
568,ニューアイムジャグラーEX,26,21,1/256,1/141,"6,649",658,"2,185"
570,ゴーゴージャグラー2,9,2,1/199,1/163,"1,792",316,"1,169"
571,ゴーゴージャグラー2,7,6,1/359,1/193,"2,512",211,"1,639"
572,ゴーゴージャグラー2,12,11,1/345,1/180,"4,143",173,"1,945"
573,ゴーゴージャグラー2,16,21,1/355,1/154,"5,684",312,"2,056"
575,ゴーゴージャグラー2,12,9,1/288,1/165,"3,458",427,"1,567"
576,マイジャグラーⅣ,9,3,1/278,1/208,"2,498",243,"1,470"
577,マイジャグラーⅣ,2,0,1/225,1/225,450,279,606
578,マイジャグラーⅣ,39,24,1/194,1/120,"7,552",201,"4,370"
580,マイジャグラーⅣ,0,1,-,1/441,441,222,561
581,マイジャグラーⅣ,16,18,1/336,1/158,"5,373",119,"1,651"
